entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.16472222222222221,,H,9 minutes,1%,2021-09-01,[{'media': 'TVCI'}],BFT
all,Silence,0.41805555555555557,,H,25 minutes,2%,2021-09-01,[{'media': 'TVCI'}],BFT
all,Musique,1.2461111111111112,,H,1 heure 14 minutes,7%,2021-09-01,[{'media': 'TVCI'}],BFT
all,Femme,5.076944444444444,,H,5 heures 4 minutes,28%,2021-09-01,[{'media': 'TVCI'}],BFT
all,Homme,11.098611111111111,,H,11 heures 5 minutes,62%,2021-09-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.20416666666666666,,H,12 minutes,1%,2021-09-02,[{'media': 'TVCI'}],BFT
all,Silence,0.6611111111111111,,H,39 minutes,4%,2021-09-02,[{'media': 'TVCI'}],BFT
all,Musique,1.2416666666666667,,H,1 heure 14 minutes,7%,2021-09-02,[{'media': 'TVCI'}],BFT
all,Femme,5.279444444444445,,H,5 heures 16 minutes,29%,2021-09-02,[{'media': 'TVCI'}],BFT
all,Homme,10.6175,,H,10 heures 37 minutes,59%,2021-09-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.13111111111111112,,H,7 minutes,1%,2021-09-03,[{'media': 'TVCI'}],BFT
all,Silence,0.45555555555555555,,H,27 minutes,3%,2021-09-03,[{'media': 'TVCI'}],BFT
all,Musique,1.3833333333333333,,H,1 heure 23 minutes,8%,2021-09-03,[{'media': 'TVCI'}],BFT
all,Femme,6.315277777777778,,H,6 heures 18 minutes,35%,2021-09-03,[{'media': 'TVCI'}],BFT
all,Homme,9.71861111111111,,H,9 heures 43 minutes,54%,2021-09-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.30277777777777776,,H,18 minutes,2%,2021-09-04,[{'media': 'TVCI'}],BFT
all,Silence,0.4777777777777778,,H,28 minutes,3%,2021-09-04,[{'media': 'TVCI'}],BFT
all,Musique,1.585,,H,1 heure 35 minutes,9%,2021-09-04,[{'media': 'TVCI'}],BFT
all,Femme,4.814722222222223,,H,4 heures 48 minutes,27%,2021-09-04,[{'media': 'TVCI'}],BFT
all,Homme,10.823888888888888,,H,10 heures 49 minutes,60%,2021-09-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.22111111111111112,,H,13 minutes,1%,2021-09-05,[{'media': 'TVCI'}],BFT
all,Silence,0.5266666666666666,,H,31 minutes,3%,2021-09-05,[{'media': 'TVCI'}],BFT
all,Musique,1.6694444444444445,,H,1 heure 40 minutes,9%,2021-09-05,[{'media': 'TVCI'}],BFT
all,Femme,4.959722222222222,,H,4 heures 57 minutes,28%,2021-09-05,[{'media': 'TVCI'}],BFT
all,Homme,10.627222222222223,,H,10 heures 37 minutes,59%,2021-09-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.1575,,H,9 minutes,1%,2021-09-06,[{'media': 'TVCI'}],BFT
all,Silence,0.5663888888888889,,H,33 minutes,3%,2021-09-06,[{'media': 'TVCI'}],BFT
all,Musique,1.3716666666666666,,H,1 heure 22 minutes,8%,2021-09-06,[{'media': 'TVCI'}],BFT
all,Femme,5.295833333333333,,H,5 heures 17 minutes,29%,2021-09-06,[{'media': 'TVCI'}],BFT
all,Homme,10.612777777777778,,H,10 heures 36 minutes,59%,2021-09-06,[{'media': 'TVCI'}],BFT
all,Bruit,0.1775,,H,10 minutes,1%,2021-09-07,[{'media': 'TVCI'}],BFT
all,Silence,0.6216666666666667,,H,37 minutes,3%,2021-09-07,[{'media': 'TVCI'}],BFT
all,Musique,1.5466666666666666,,H,1 heure 32 minutes,9%,2021-09-07,[{'media': 'TVCI'}],BFT
all,Femme,4.851111111111111,,H,4 heures 51 minutes,27%,2021-09-07,[{'media': 'TVCI'}],BFT
all,Homme,10.807222222222222,,H,10 heures 48 minutes,60%,2021-09-07,[{'media': 'TVCI'}],BFT
all,Bruit,0.29694444444444446,,H,17 minutes,2%,2021-09-08,[{'media': 'TVCI'}],BFT
all,Silence,0.6369444444444444,,H,38 minutes,4%,2021-09-08,[{'media': 'TVCI'}],BFT
all,Musique,1.3594444444444445,,H,1 heure 21 minutes,8%,2021-09-08,[{'media': 'TVCI'}],BFT
all,Femme,6.098055555555556,,H,6 heures 5 minutes,34%,2021-09-08,[{'media': 'TVCI'}],BFT
all,Homme,9.601111111111111,,H,9 heures 36 minutes,53%,2021-09-08,[{'media': 'TVCI'}],BFT
all,Bruit,0.3433333333333333,,H,20 minutes,2%,2021-09-09,[{'media': 'TVCI'}],BFT
all,Silence,0.5875,,H,35 minutes,3%,2021-09-09,[{'media': 'TVCI'}],BFT
all,Musique,1.6930555555555555,,H,1 heure 41 minutes,9%,2021-09-09,[{'media': 'TVCI'}],BFT
all,Femme,5.143611111111111,,H,5 heures 8 minutes,29%,2021-09-09,[{'media': 'TVCI'}],BFT
all,Homme,10.234444444444444,,H,10 heures 14 minutes,57%,2021-09-09,[{'media': 'TVCI'}],BFT
all,Bruit,0.46416666666666667,,H,27 minutes,3%,2021-09-10,[{'media': 'TVCI'}],BFT
all,Silence,0.5458333333333333,,H,32 minutes,3%,2021-09-10,[{'media': 'TVCI'}],BFT
all,Musique,1.6283333333333334,,H,1 heure 37 minutes,9%,2021-09-10,[{'media': 'TVCI'}],BFT
all,Femme,6.031666666666666,,H,6 heures 1 minute,34%,2021-09-10,[{'media': 'TVCI'}],BFT
all,Homme,9.08611111111111,,H,9 heures 5 minutes,51%,2021-09-10,[{'media': 'TVCI'}],BFT
all,Bruit,0.3219444444444444,,H,19 minutes,2%,2021-09-11,[{'media': 'TVCI'}],BFT
all,Silence,0.49194444444444446,,H,29 minutes,3%,2021-09-11,[{'media': 'TVCI'}],BFT
all,Musique,1.9330555555555555,,H,1 heure 55 minutes,11%,2021-09-11,[{'media': 'TVCI'}],BFT
all,Femme,5.086111111111111,,H,5 heures 5 minutes,28%,2021-09-11,[{'media': 'TVCI'}],BFT
all,Homme,10.170833333333333,,H,10 heures 10 minutes,56%,2021-09-11,[{'media': 'TVCI'}],BFT
all,Bruit,0.6586111111111111,,H,39 minutes,4%,2021-09-12,[{'media': 'TVCI'}],BFT
all,Silence,0.7230555555555556,,H,43 minutes,4%,2021-09-12,[{'media': 'TVCI'}],BFT
all,Musique,1.8341666666666667,,H,1 heure 50 minutes,10%,2021-09-12,[{'media': 'TVCI'}],BFT
all,Femme,5.968333333333334,,H,5 heures 58 minutes,33%,2021-09-12,[{'media': 'TVCI'}],BFT
all,Homme,8.82,,H,8 heures 49 minutes,49%,2021-09-12,[{'media': 'TVCI'}],BFT
all,Bruit,0.215,,H,12 minutes,1%,2021-09-13,[{'media': 'TVCI'}],BFT
all,Silence,0.5730555555555555,,H,34 minutes,3%,2021-09-13,[{'media': 'TVCI'}],BFT
all,Musique,1.5472222222222223,,H,1 heure 32 minutes,9%,2021-09-13,[{'media': 'TVCI'}],BFT
all,Femme,6.112777777777778,,H,6 heures 6 minutes,34%,2021-09-13,[{'media': 'TVCI'}],BFT
all,Homme,9.555833333333334,,H,9 heures 33 minutes,53%,2021-09-13,[{'media': 'TVCI'}],BFT
all,Bruit,0.19111111111111112,,H,11 minutes,1%,2021-09-14,[{'media': 'TVCI'}],BFT
all,Silence,0.6872222222222222,,H,41 minutes,4%,2021-09-14,[{'media': 'TVCI'}],BFT
all,Musique,1.6519444444444444,,H,1 heure 39 minutes,9%,2021-09-14,[{'media': 'TVCI'}],BFT
all,Femme,5.035833333333334,,H,5 heures 2 minutes,28%,2021-09-14,[{'media': 'TVCI'}],BFT
all,Homme,10.437222222222223,,H,10 heures 26 minutes,58%,2021-09-14,[{'media': 'TVCI'}],BFT
all,Bruit,0.13833333333333334,,H,8 minutes,1%,2021-09-15,[{'media': 'TVCI'}],BFT
all,Silence,0.5455555555555556,,H,32 minutes,3%,2021-09-15,[{'media': 'TVCI'}],BFT
all,Musique,1.478888888888889,,H,1 heure 28 minutes,8%,2021-09-15,[{'media': 'TVCI'}],BFT
all,Femme,5.169722222222222,,H,5 heures 10 minutes,29%,2021-09-15,[{'media': 'TVCI'}],BFT
