entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.21611111111111111,,H,12 minutes,1%,2024-05-01,[{'media': 'TVCI'}],BFT
all,Silence,0.46694444444444444,,H,28 minutes,3%,2024-05-01,[{'media': 'TVCI'}],BFT
all,Musique,1.0852777777777778,,H,1 heure 5 minutes,6%,2024-05-01,[{'media': 'TVCI'}],BFT
all,Femme,6.510555555555555,,H,6 heures 30 minutes,36%,2024-05-01,[{'media': 'TVCI'}],BFT
all,Homme,9.725555555555555,,H,9 heures 43 minutes,54%,2024-05-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.15305555555555556,,H,9 minutes,1%,2024-05-02,[{'media': 'TVCI'}],BFT
all,Silence,0.6125,,H,36 minutes,3%,2024-05-02,[{'media': 'TVCI'}],BFT
all,Musique,1.2169444444444444,,H,1 heure 13 minutes,7%,2024-05-02,[{'media': 'TVCI'}],BFT
all,Femme,5.9622222222222225,,H,5 heures 57 minutes,33%,2024-05-02,[{'media': 'TVCI'}],BFT
all,Homme,10.059444444444445,,H,10 heures 3 minutes,56%,2024-05-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.19722222222222222,,H,11 minutes,1%,2024-05-03,[{'media': 'TVCI'}],BFT
all,Silence,0.5113888888888889,,H,30 minutes,3%,2024-05-03,[{'media': 'TVCI'}],BFT
all,Musique,1.4805555555555556,,H,1 heure 28 minutes,8%,2024-05-03,[{'media': 'TVCI'}],BFT
all,Femme,6.015833333333333,,H,6 heures 0 minute,33%,2024-05-03,[{'media': 'TVCI'}],BFT
all,Homme,9.799444444444445,,H,9 heures 47 minutes,54%,2024-05-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.31527777777777777,,H,18 minutes,2%,2024-05-04,[{'media': 'TVCI'}],BFT
all,Silence,0.5569444444444445,,H,33 minutes,3%,2024-05-04,[{'media': 'TVCI'}],BFT
all,Musique,1.5638888888888889,,H,1 heure 33 minutes,9%,2024-05-04,[{'media': 'TVCI'}],BFT
all,Femme,6.325833333333334,,H,6 heures 19 minutes,35%,2024-05-04,[{'media': 'TVCI'}],BFT
all,Homme,9.2425,,H,9 heures 14 minutes,51%,2024-05-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.30777777777777776,,H,18 minutes,2%,2024-05-05,[{'media': 'TVCI'}],BFT
all,Silence,0.5108333333333334,,H,30 minutes,3%,2024-05-05,[{'media': 'TVCI'}],BFT
all,Musique,1.7805555555555554,,H,1 heure 46 minutes,10%,2024-05-05,[{'media': 'TVCI'}],BFT
all,Femme,4.900277777777778,,H,4 heures 54 minutes,27%,2024-05-05,[{'media': 'TVCI'}],BFT
all,Homme,10.504722222222222,,H,10 heures 30 minutes,58%,2024-05-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.17305555555555555,,H,10 minutes,1%,2024-05-06,[{'media': 'TVCI'}],BFT
all,Silence,0.5166666666666667,,H,31 minutes,3%,2024-05-06,[{'media': 'TVCI'}],BFT
all,Musique,1.3472222222222223,,H,1 heure 20 minutes,7%,2024-05-06,[{'media': 'TVCI'}],BFT
all,Femme,5.909166666666667,,H,5 heures 54 minutes,33%,2024-05-06,[{'media': 'TVCI'}],BFT
all,Homme,10.058055555555555,,H,10 heures 3 minutes,56%,2024-05-06,[{'media': 'TVCI'}],BFT
all,Bruit,0.16805555555555557,,H,10 minutes,1%,2024-05-07,[{'media': 'TVCI'}],BFT
all,Silence,0.4675,,H,28 minutes,3%,2024-05-07,[{'media': 'TVCI'}],BFT
all,Musique,1.5183333333333333,,H,1 heure 31 minutes,8%,2024-05-07,[{'media': 'TVCI'}],BFT
all,Femme,5.256666666666667,,H,5 heures 15 minutes,29%,2024-05-07,[{'media': 'TVCI'}],BFT
all,Homme,10.593333333333334,,H,10 heures 35 minutes,59%,2024-05-07,[{'media': 'TVCI'}],BFT
all,Bruit,0.34055555555555556,,H,20 minutes,2%,2024-05-08,[{'media': 'TVCI'}],BFT
all,Silence,0.38916666666666666,,H,23 minutes,2%,2024-05-08,[{'media': 'TVCI'}],BFT
all,Musique,1.2355555555555555,,H,1 heure 14 minutes,7%,2024-05-08,[{'media': 'TVCI'}],BFT
all,Femme,5.441388888888889,,H,5 heures 26 minutes,30%,2024-05-08,[{'media': 'TVCI'}],BFT
all,Homme,10.5975,,H,10 heures 35 minutes,59%,2024-05-08,[{'media': 'TVCI'}],BFT
all,Bruit,0.2608333333333333,,H,15 minutes,1%,2024-05-09,[{'media': 'TVCI'}],BFT
all,Silence,0.44222222222222224,,H,26 minutes,2%,2024-05-09,[{'media': 'TVCI'}],BFT
all,Musique,1.5147222222222223,,H,1 heure 30 minutes,8%,2024-05-09,[{'media': 'TVCI'}],BFT
all,Femme,5.1466666666666665,,H,5 heures 8 minutes,29%,2024-05-09,[{'media': 'TVCI'}],BFT
all,Homme,10.639722222222222,,H,10 heures 38 minutes,59%,2024-05-09,[{'media': 'TVCI'}],BFT
all,Bruit,0.2772222222222222,,H,16 minutes,2%,2024-05-10,[{'media': 'TVCI'}],BFT
all,Silence,0.5030555555555556,,H,30 minutes,3%,2024-05-10,[{'media': 'TVCI'}],BFT
all,Musique,1.6308333333333334,,H,1 heure 37 minutes,9%,2024-05-10,[{'media': 'TVCI'}],BFT
all,Femme,5.112777777777778,,H,5 heures 6 minutes,28%,2024-05-10,[{'media': 'TVCI'}],BFT
all,Homme,10.480277777777777,,H,10 heures 28 minutes,58%,2024-05-10,[{'media': 'TVCI'}],BFT
all,Bruit,0.30444444444444446,,H,18 minutes,2%,2024-05-11,[{'media': 'TVCI'}],BFT
all,Silence,0.5502777777777778,,H,33 minutes,3%,2024-05-11,[{'media': 'TVCI'}],BFT
all,Musique,1.8616666666666666,,H,1 heure 51 minutes,10%,2024-05-11,[{'media': 'TVCI'}],BFT
all,Femme,4.668055555555555,,H,4 heures 40 minutes,26%,2024-05-11,[{'media': 'TVCI'}],BFT
all,Homme,10.619722222222222,,H,10 heures 37 minutes,59%,2024-05-11,[{'media': 'TVCI'}],BFT
all,Bruit,0.23527777777777778,,H,14 minutes,1%,2024-05-12,[{'media': 'TVCI'}],BFT
all,Silence,0.5241666666666667,,H,31 minutes,3%,2024-05-12,[{'media': 'TVCI'}],BFT
all,Musique,1.8169444444444445,,H,1 heure 49 minutes,10%,2024-05-12,[{'media': 'TVCI'}],BFT
all,Femme,4.121111111111111,,H,4 heures 7 minutes,23%,2024-05-12,[{'media': 'TVCI'}],BFT
all,Homme,11.306666666666667,,H,11 heures 18 minutes,63%,2024-05-12,[{'media': 'TVCI'}],BFT
all,Bruit,0.37027777777777776,,H,22 minutes,2%,2024-05-13,[{'media': 'TVCI'}],BFT
all,Silence,0.4147222222222222,,H,24 minutes,2%,2024-05-13,[{'media': 'TVCI'}],BFT
all,Musique,1.6633333333333333,,H,1 heure 39 minutes,9%,2024-05-13,[{'media': 'TVCI'}],BFT
all,Femme,5.575277777777778,,H,5 heures 34 minutes,31%,2024-05-13,[{'media': 'TVCI'}],BFT
all,Homme,9.980277777777777,,H,9 heures 58 minutes,55%,2024-05-13,[{'media': 'TVCI'}],BFT
all,Bruit,0.1875,,H,11 minutes,1%,2024-05-14,[{'media': 'TVCI'}],BFT
all,Silence,0.5080555555555556,,H,30 minutes,3%,2024-05-14,[{'media': 'TVCI'}],BFT
all,Musique,0.9811111111111112,,H,58 minutes,5%,2024-05-14,[{'media': 'TVCI'}],BFT
all,Femme,5.475833333333333,,H,5 heures 28 minutes,30%,2024-05-14,[{'media': 'TVCI'}],BFT
all,Homme,10.85138888888889,,H,10 heures 51 minutes,60%,2024-05-14,[{'media': 'TVCI'}],BFT
all,Bruit,0.2363888888888889,,H,14 minutes,1%,2024-05-15,[{'media': 'TVCI'}],BFT
all,Silence,0.5844444444444444,,H,35 minutes,3%,2024-05-15,[{'media': 'TVCI'}],BFT
all,Musique,1.4652777777777777,,H,1 heure 27 minutes,8%,2024-05-15,[{'media': 'TVCI'}],BFT
all,Femme,4.758611111111111,,H,4 heures 45 minutes,26%,2024-05-15,[{'media': 'TVCI'}],BFT
all,Homme,10.95888888888889,,H,10 heures 57 minutes,61%,2024-05-15,[{'media': 'TVCI'}],BFT
all,Bruit,0.22972222222222222,,H,13 minutes,1%,2024-05-16,[{'media': 'TVCI'}],BFT
all,Silence,0.5302777777777777,,H,31 minutes,3%,2024-05-16,[{'media': 'TVCI'}],BFT
all,Musique,1.4975,,H,1 heure 29 minutes,8%,2024-05-16,[{'media': 'TVCI'}],BFT
all,Femme,4.833888888888889,,H,4 heures 50 minutes,27%,2024-05-16,[{'media': 'TVCI'}],BFT
all,Homme,10.912777777777778,,H,10 heures 54 minutes,61%,2024-05-16,[{'media': 'TVCI'}],BFT
all,Bruit,0.19527777777777777,,H,11 minutes,1%,2024-05-17,[{'media': 'TVCI'}],BFT
all,Silence,0.5536111111111112,,H,33 minutes,3%,2024-05-17,[{'media': 'TVCI'}],BFT
all,Musique,1.5002777777777778,,H,1 heure 30 minutes,8%,2024-05-17,[{'media': 'TVCI'}],BFT
all,Femme,5.690555555555555,,H,5 heures 41 minutes,32%,2024-05-17,[{'media': 'TVCI'}],BFT
all,Homme,10.064166666666667,,H,10 heures 3 minutes,56%,2024-05-17,[{'media': 'TVCI'}],BFT
all,Bruit,0.2569444444444444,,H,15 minutes,1%,2024-05-18,[{'media': 'TVCI'}],BFT
all,Silence,0.5877777777777777,,H,35 minutes,3%,2024-05-18,[{'media': 'TVCI'}],BFT
all,Musique,1.6891666666666667,,H,1 heure 41 minutes,9%,2024-05-18,[{'media': 'TVCI'}],BFT
all,Femme,5.388888888888889,,H,5 heures 23 minutes,30%,2024-05-18,[{'media': 'TVCI'}],BFT
all,Homme,10.081111111111111,,H,10 heures 4 minutes,56%,2024-05-18,[{'media': 'TVCI'}],BFT
all,Bruit,0.2991666666666667,,H,17 minutes,2%,2024-05-19,[{'media': 'TVCI'}],BFT
all,Silence,0.5752777777777778,,H,34 minutes,3%,2024-05-19,[{'media': 'TVCI'}],BFT
