entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.10777777777777778,,H,6 minutes,1%,2022-01-01,[{'media': 'TVCI'}],BFT
all,Silence,0.5127777777777778,,H,30 minutes,3%,2022-01-01,[{'media': 'TVCI'}],BFT
all,Musique,1.0427777777777778,,H,1 heure 2 minutes,6%,2022-01-01,[{'media': 'TVCI'}],BFT
all,Femme,5.565833333333333,,H,5 heures 33 minutes,31%,2022-01-01,[{'media': 'TVCI'}],BFT
all,Homme,10.775,,H,10 heures 46 minutes,60%,2022-01-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.16972222222222222,,H,10 minutes,1%,2022-01-02,[{'media': 'TVCI'}],BFT
all,Silence,0.4891666666666667,,H,29 minutes,3%,2022-01-02,[{'media': 'TVCI'}],BFT
all,Musique,0.8736111111111111,,H,52 minutes,5%,2022-01-02,[{'media': 'TVCI'}],BFT
all,Femme,6.895,,H,6 heures 53 minutes,38%,2022-01-02,[{'media': 'TVCI'}],BFT
all,Homme,9.57638888888889,,H,9 heures 34 minutes,53%,2022-01-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.1386111111111111,,H,8 minutes,1%,2022-01-03,[{'media': 'TVCI'}],BFT
all,Silence,0.5130555555555556,,H,30 minutes,3%,2022-01-03,[{'media': 'TVCI'}],BFT
all,Musique,1.005,,H,1 heure 0 minute,6%,2022-01-03,[{'media': 'TVCI'}],BFT
all,Femme,5.444166666666667,,H,5 heures 26 minutes,30%,2022-01-03,[{'media': 'TVCI'}],BFT
all,Homme,10.903333333333334,,H,10 heures 54 minutes,61%,2022-01-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.13444444444444445,,H,8 minutes,1%,2022-01-04,[{'media': 'TVCI'}],BFT
all,Silence,0.48055555555555557,,H,28 minutes,3%,2022-01-04,[{'media': 'TVCI'}],BFT
all,Musique,0.8980555555555556,,H,53 minutes,5%,2022-01-04,[{'media': 'TVCI'}],BFT
all,Femme,5.102222222222222,,H,5 heures 6 minutes,28%,2022-01-04,[{'media': 'TVCI'}],BFT
all,Homme,11.389166666666666,,H,11 heures 23 minutes,63%,2022-01-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.13916666666666666,,H,8 minutes,1%,2022-01-05,[{'media': 'TVCI'}],BFT
all,Silence,0.6011111111111112,,H,36 minutes,3%,2022-01-05,[{'media': 'TVCI'}],BFT
all,Musique,0.8513888888888889,,H,51 minutes,5%,2022-01-05,[{'media': 'TVCI'}],BFT
all,Femme,5.489166666666667,,H,5 heures 29 minutes,30%,2022-01-05,[{'media': 'TVCI'}],BFT
all,Homme,10.923055555555555,,H,10 heures 55 minutes,61%,2022-01-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.11222222222222222,,H,6 minutes,1%,2022-01-06,[{'media': 'TVCI'}],BFT
all,Silence,0.5047222222222222,,H,30 minutes,3%,2022-01-06,[{'media': 'TVCI'}],BFT
all,Musique,0.9036111111111111,,H,54 minutes,5%,2022-01-06,[{'media': 'TVCI'}],BFT
all,Femme,4.610277777777778,,H,4 heures 36 minutes,26%,2022-01-06,[{'media': 'TVCI'}],BFT
all,Homme,11.873055555555556,,H,11 heures 52 minutes,66%,2022-01-06,[{'media': 'TVCI'}],BFT
