entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.15361111111111111,,H,9 minutes,1%,2022-12-01,[{'media': 'TVCI'}],BFT
all,Silence,0.49194444444444446,,H,29 minutes,3%,2022-12-01,[{'media': 'TVCI'}],BFT
all,Musique,0.9536111111111111,,H,57 minutes,5%,2022-12-01,[{'media': 'TVCI'}],BFT
all,Femme,5.035277777777778,,H,5 heures 2 minutes,28%,2022-12-01,[{'media': 'TVCI'}],BFT
all,Homme,11.369722222222222,,H,11 heures 22 minutes,63%,2022-12-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.14527777777777778,,H,8 minutes,1%,2022-12-02,[{'media': 'TVCI'}],BFT
all,Silence,0.4855555555555556,,H,29 minutes,3%,2022-12-02,[{'media': 'TVCI'}],BFT
all,Musique,1.1163888888888889,,H,1 heure 6 minutes,6%,2022-12-02,[{'media': 'TVCI'}],BFT
all,Femme,6.213055555555556,,H,6 heures 12 minutes,35%,2022-12-02,[{'media': 'TVCI'}],BFT
all,Homme,10.043888888888889,,H,10 heures 2 minutes,56%,2022-12-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.17527777777777778,,H,10 minutes,1%,2022-12-03,[{'media': 'TVCI'}],BFT
all,Silence,0.5502777777777778,,H,33 minutes,3%,2022-12-03,[{'media': 'TVCI'}],BFT
all,Musique,1.1527777777777777,,H,1 heure 9 minutes,6%,2022-12-03,[{'media': 'TVCI'}],BFT
all,Femme,5.051944444444445,,H,5 heures 3 minutes,28%,2022-12-03,[{'media': 'TVCI'}],BFT
all,Homme,11.073888888888888,,H,11 heures 4 minutes,62%,2022-12-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.2238888888888889,,H,13 minutes,1%,2022-12-04,[{'media': 'TVCI'}],BFT
all,Silence,0.5094444444444445,,H,30 minutes,3%,2022-12-04,[{'media': 'TVCI'}],BFT
all,Musique,1.3105555555555555,,H,1 heure 18 minutes,7%,2022-12-04,[{'media': 'TVCI'}],BFT
all,Femme,4.851111111111111,,H,4 heures 51 minutes,27%,2022-12-04,[{'media': 'TVCI'}],BFT
all,Homme,11.108888888888888,,H,11 heures 6 minutes,62%,2022-12-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.14,,H,8 minutes,1%,2022-12-05,[{'media': 'TVCI'}],BFT
all,Silence,0.4686111111111111,,H,28 minutes,3%,2022-12-05,[{'media': 'TVCI'}],BFT
all,Musique,1.1544444444444444,,H,1 heure 9 minutes,6%,2022-12-05,[{'media': 'TVCI'}],BFT
all,Femme,5.341666666666667,,H,5 heures 20 minutes,30%,2022-12-05,[{'media': 'TVCI'}],BFT
all,Homme,10.899722222222222,,H,10 heures 53 minutes,61%,2022-12-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.11638888888888889,,H,6 minutes,1%,2022-12-06,[{'media': 'TVCI'}],BFT
all,Silence,0.5430555555555555,,H,32 minutes,3%,2022-12-06,[{'media': 'TVCI'}],BFT
all,Musique,1.2863888888888888,,H,1 heure 17 minutes,7%,2022-12-06,[{'media': 'TVCI'}],BFT
all,Femme,4.925833333333333,,H,4 heures 55 minutes,27%,2022-12-06,[{'media': 'TVCI'}],BFT
all,Homme,11.1325,,H,11 heures 7 minutes,62%,2022-12-06,[{'media': 'TVCI'}],BFT
all,Bruit,0.14166666666666666,,H,8 minutes,1%,2022-12-07,[{'media': 'TVCI'}],BFT
all,Silence,0.5055555555555555,,H,30 minutes,3%,2022-12-07,[{'media': 'TVCI'}],BFT
all,Musique,1.1086111111111112,,H,1 heure 6 minutes,6%,2022-12-07,[{'media': 'TVCI'}],BFT
all,Femme,5.0008333333333335,,H,5 heures 0 minute,28%,2022-12-07,[{'media': 'TVCI'}],BFT
all,Homme,11.2475,,H,11 heures 14 minutes,62%,2022-12-07,[{'media': 'TVCI'}],BFT
all,Bruit,0.1413888888888889,,H,8 minutes,1%,2022-12-08,[{'media': 'TVCI'}],BFT
all,Silence,0.6311111111111111,,H,37 minutes,4%,2022-12-08,[{'media': 'TVCI'}],BFT
all,Musique,1.0905555555555555,,H,1 heure 5 minutes,6%,2022-12-08,[{'media': 'TVCI'}],BFT
all,Femme,4.910277777777778,,H,4 heures 54 minutes,27%,2022-12-08,[{'media': 'TVCI'}],BFT
all,Homme,11.230833333333333,,H,11 heures 13 minutes,62%,2022-12-08,[{'media': 'TVCI'}],BFT
all,Bruit,0.1463888888888889,,H,8 minutes,1%,2022-12-09,[{'media': 'TVCI'}],BFT
all,Silence,0.49916666666666665,,H,29 minutes,3%,2022-12-09,[{'media': 'TVCI'}],BFT
all,Musique,1.1608333333333334,,H,1 heure 9 minutes,6%,2022-12-09,[{'media': 'TVCI'}],BFT
