entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.14805555555555555,,H,8 minutes,1%,2022-08-01,[{'media': 'TVCI'}],BFT
all,Silence,0.435,,H,26 minutes,2%,2022-08-01,[{'media': 'TVCI'}],BFT
all,Musique,0.8447222222222223,,H,50 minutes,5%,2022-08-01,[{'media': 'TVCI'}],BFT
all,Femme,6.249722222222222,,H,6 heures 14 minutes,35%,2022-08-01,[{'media': 'TVCI'}],BFT
all,Homme,10.326666666666666,,H,10 heures 19 minutes,57%,2022-08-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.10666666666666667,,H,6 minutes,1%,2022-08-02,[{'media': 'TVCI'}],BFT
all,Silence,0.45694444444444443,,H,27 minutes,3%,2022-08-02,[{'media': 'TVCI'}],BFT
all,Musique,0.8847222222222222,,H,53 minutes,5%,2022-08-02,[{'media': 'TVCI'}],BFT
all,Femme,5.450277777777778,,H,5 heures 27 minutes,30%,2022-08-02,[{'media': 'TVCI'}],BFT
all,Homme,11.105,,H,11 heures 6 minutes,62%,2022-08-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.15194444444444444,,H,9 minutes,1%,2022-08-03,[{'media': 'TVCI'}],BFT
all,Silence,0.45805555555555555,,H,27 minutes,3%,2022-08-03,[{'media': 'TVCI'}],BFT
all,Musique,0.78,,H,46 minutes,4%,2022-08-03,[{'media': 'TVCI'}],BFT
all,Femme,5.765,,H,5 heures 45 minutes,32%,2022-08-03,[{'media': 'TVCI'}],BFT
all,Homme,10.849444444444444,,H,10 heures 50 minutes,60%,2022-08-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.1963888888888889,,H,11 minutes,1%,2022-08-04,[{'media': 'TVCI'}],BFT
all,Silence,0.5438888888888889,,H,32 minutes,3%,2022-08-04,[{'media': 'TVCI'}],BFT
all,Musique,0.6675,,H,40 minutes,4%,2022-08-04,[{'media': 'TVCI'}],BFT
all,Femme,5.1258333333333335,,H,5 heures 7 minutes,28%,2022-08-04,[{'media': 'TVCI'}],BFT
all,Homme,11.470555555555556,,H,11 heures 28 minutes,64%,2022-08-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.22666666666666666,,H,13 minutes,1%,2022-08-05,[{'media': 'TVCI'}],BFT
all,Silence,0.43583333333333335,,H,26 minutes,2%,2022-08-05,[{'media': 'TVCI'}],BFT
all,Musique,0.7652777777777777,,H,45 minutes,4%,2022-08-05,[{'media': 'TVCI'}],BFT
all,Femme,5.224722222222222,,H,5 heures 13 minutes,29%,2022-08-05,[{'media': 'TVCI'}],BFT
all,Homme,11.351666666666667,,H,11 heures 21 minutes,63%,2022-08-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.17972222222222223,,H,10 minutes,1%,2022-08-06,[{'media': 'TVCI'}],BFT
all,Silence,0.5833333333333334,,H,35 minutes,3%,2022-08-06,[{'media': 'TVCI'}],BFT
all,Musique,0.8575,,H,51 minutes,5%,2022-08-06,[{'media': 'TVCI'}],BFT
all,Femme,4.956388888888889,,H,4 heures 57 minutes,28%,2022-08-06,[{'media': 'TVCI'}],BFT
all,Homme,11.4275,,H,11 heures 25 minutes,63%,2022-08-06,[{'media': 'TVCI'}],BFT
all,Bruit,0.30916666666666665,,H,18 minutes,2%,2022-08-07,[{'media': 'TVCI'}],BFT
all,Silence,0.5386111111111112,,H,32 minutes,3%,2022-08-07,[{'media': 'TVCI'}],BFT
all,Musique,1.1613888888888888,,H,1 heure 9 minutes,6%,2022-08-07,[{'media': 'TVCI'}],BFT
all,Femme,5.050833333333333,,H,5 heures 3 minutes,28%,2022-08-07,[{'media': 'TVCI'}],BFT
all,Homme,10.944444444444445,,H,10 heures 56 minutes,61%,2022-08-07,[{'media': 'TVCI'}],BFT
all,Bruit,0.11138888888888888,,H,6 minutes,1%,2022-08-08,[{'media': 'TVCI'}],BFT
all,Silence,0.4483333333333333,,H,26 minutes,2%,2022-08-08,[{'media': 'TVCI'}],BFT
all,Musique,0.6813888888888889,,H,40 minutes,4%,2022-08-08,[{'media': 'TVCI'}],BFT
all,Femme,5.223888888888889,,H,5 heures 13 minutes,29%,2022-08-08,[{'media': 'TVCI'}],BFT
all,Homme,11.53888888888889,,H,11 heures 32 minutes,64%,2022-08-08,[{'media': 'TVCI'}],BFT
all,Bruit,0.12111111111111111,,H,7 minutes,1%,2022-08-09,[{'media': 'TVCI'}],BFT
all,Silence,0.6283333333333333,,H,37 minutes,3%,2022-08-09,[{'media': 'TVCI'}],BFT
all,Musique,0.7113888888888888,,H,42 minutes,4%,2022-08-09,[{'media': 'TVCI'}],BFT
all,Femme,6.3677777777777775,,H,6 heures 22 minutes,35%,2022-08-09,[{'media': 'TVCI'}],BFT
all,Homme,10.175555555555556,,H,10 heures 10 minutes,57%,2022-08-09,[{'media': 'TVCI'}],BFT
all,Bruit,0.12583333333333332,,H,7 minutes,1%,2022-08-10,[{'media': 'TVCI'}],BFT
