entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.11305555555555556,,H,6 minutes,1%,2021-04-01,[{'media': 'TVCI'}],BFT
all,Silence,0.51,,H,30 minutes,3%,2021-04-01,[{'media': 'TVCI'}],BFT
all,Musique,0.7961111111111111,,H,47 minutes,4%,2021-04-01,[{'media': 'TVCI'}],BFT
all,Femme,4.980277777777777,,H,4 heures 58 minutes,28%,2021-04-01,[{'media': 'TVCI'}],BFT
all,Homme,11.604722222222222,,H,11 heures 36 minutes,64%,2021-04-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.1125,,H,6 minutes,1%,2021-04-02,[{'media': 'TVCI'}],BFT
all,Silence,0.4686111111111111,,H,28 minutes,3%,2021-04-02,[{'media': 'TVCI'}],BFT
all,Musique,1.1297222222222223,,H,1 heure 7 minutes,6%,2021-04-02,[{'media': 'TVCI'}],BFT
all,Femme,6.536388888888889,,H,6 heures 32 minutes,36%,2021-04-02,[{'media': 'TVCI'}],BFT
all,Homme,9.757222222222222,,H,9 heures 45 minutes,54%,2021-04-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.17472222222222222,,H,10 minutes,1%,2021-04-03,[{'media': 'TVCI'}],BFT
all,Silence,0.5166666666666667,,H,31 minutes,3%,2021-04-03,[{'media': 'TVCI'}],BFT
all,Musique,1.153888888888889,,H,1 heure 9 minutes,6%,2021-04-03,[{'media': 'TVCI'}],BFT
all,Femme,5.693333333333333,,H,5 heures 41 minutes,32%,2021-04-03,[{'media': 'TVCI'}],BFT
all,Homme,10.465555555555556,,H,10 heures 27 minutes,58%,2021-04-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.19166666666666668,,H,11 minutes,1%,2021-04-04,[{'media': 'TVCI'}],BFT
all,Silence,0.5527777777777778,,H,33 minutes,3%,2021-04-04,[{'media': 'TVCI'}],BFT
all,Musique,1.3152777777777778,,H,1 heure 18 minutes,7%,2021-04-04,[{'media': 'TVCI'}],BFT
all,Femme,5.121388888888889,,H,5 heures 7 minutes,28%,2021-04-04,[{'media': 'TVCI'}],BFT
all,Homme,10.823055555555555,,H,10 heures 49 minutes,60%,2021-04-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.1125,,H,6 minutes,1%,2021-04-05,[{'media': 'TVCI'}],BFT
all,Silence,0.5233333333333333,,H,31 minutes,3%,2021-04-05,[{'media': 'TVCI'}],BFT
all,Musique,1.0880555555555556,,H,1 heure 5 minutes,6%,2021-04-05,[{'media': 'TVCI'}],BFT
all,Femme,4.873888888888889,,H,4 heures 52 minutes,27%,2021-04-05,[{'media': 'TVCI'}],BFT
all,Homme,11.40611111111111,,H,11 heures 24 minutes,63%,2021-04-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.09888888888888889,,H,5 minutes,1%,2021-04-06,[{'media': 'TVCI'}],BFT
all,Silence,0.4761111111111111,,H,28 minutes,3%,2021-04-06,[{'media': 'TVCI'}],BFT
all,Musique,1.0022222222222221,,H,1 heure 0 minute,6%,2021-04-06,[{'media': 'TVCI'}],BFT
all,Femme,5.7925,,H,5 heures 47 minutes,32%,2021-04-06,[{'media': 'TVCI'}],BFT
