entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.19305555555555556,,H,11 minutes,1%,2021-11-01,[{'media': 'TVCI'}],BFT
all,Silence,0.43444444444444447,,H,26 minutes,2%,2021-11-01,[{'media': 'TVCI'}],BFT
all,Musique,1.6269444444444445,,H,1 heure 37 minutes,9%,2021-11-01,[{'media': 'TVCI'}],BFT
all,Femme,5.079166666666667,,H,5 heures 4 minutes,28%,2021-11-01,[{'media': 'TVCI'}],BFT
all,Homme,10.670833333333333,,H,10 heures 40 minutes,59%,2021-11-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.14694444444444443,,H,8 minutes,1%,2021-11-02,[{'media': 'TVCI'}],BFT
all,Silence,0.4697222222222222,,H,28 minutes,3%,2021-11-02,[{'media': 'TVCI'}],BFT
all,Musique,1.3027777777777778,,H,1 heure 18 minutes,7%,2021-11-02,[{'media': 'TVCI'}],BFT
all,Femme,6.1305555555555555,,H,6 heures 7 minutes,34%,2021-11-02,[{'media': 'TVCI'}],BFT
all,Homme,9.954444444444444,,H,9 heures 57 minutes,55%,2021-11-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.1225,,H,7 minutes,1%,2021-11-03,[{'media': 'TVCI'}],BFT
all,Silence,0.4411111111111111,,H,26 minutes,2%,2021-11-03,[{'media': 'TVCI'}],BFT
all,Musique,1.3983333333333334,,H,1 heure 23 minutes,8%,2021-11-03,[{'media': 'TVCI'}],BFT
all,Femme,5.554722222222222,,H,5 heures 33 minutes,31%,2021-11-03,[{'media': 'TVCI'}],BFT
all,Homme,10.487777777777778,,H,10 heures 29 minutes,58%,2021-11-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.09166666666666666,,H,5 minutes,1%,2021-11-04,[{'media': 'TVCI'}],BFT
all,Silence,0.5236111111111111,,H,31 minutes,3%,2021-11-04,[{'media': 'TVCI'}],BFT
all,Musique,1.3052777777777778,,H,1 heure 18 minutes,7%,2021-11-04,[{'media': 'TVCI'}],BFT
all,Femme,5.641111111111111,,H,5 heures 38 minutes,31%,2021-11-04,[{'media': 'TVCI'}],BFT
all,Homme,10.442222222222222,,H,10 heures 26 minutes,58%,2021-11-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.14722222222222223,,H,8 minutes,1%,2021-11-05,[{'media': 'TVCI'}],BFT
all,Silence,0.45416666666666666,,H,27 minutes,3%,2021-11-05,[{'media': 'TVCI'}],BFT
all,Musique,1.555,,H,1 heure 33 minutes,9%,2021-11-05,[{'media': 'TVCI'}],BFT
all,Femme,5.2275,,H,5 heures 13 minutes,29%,2021-11-05,[{'media': 'TVCI'}],BFT
all,Homme,10.620555555555555,,H,10 heures 37 minutes,59%,2021-11-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.1802777777777778,,H,10 minutes,1%,2021-11-06,[{'media': 'TVCI'}],BFT
all,Silence,0.4738888888888889,,H,28 minutes,3%,2021-11-06,[{'media': 'TVCI'}],BFT
all,Musique,1.7555555555555555,,H,1 heure 45 minutes,10%,2021-11-06,[{'media': 'TVCI'}],BFT
all,Femme,4.935555555555555,,H,4 heures 56 minutes,27%,2021-11-06,[{'media': 'TVCI'}],BFT
all,Homme,10.658888888888889,,H,10 heures 39 minutes,59%,2021-11-06,[{'media': 'TVCI'}],BFT
all,Bruit,0.24722222222222223,,H,14 minutes,1%,2021-11-07,[{'media': 'TVCI'}],BFT
all,Silence,0.4822222222222222,,H,28 minutes,3%,2021-11-07,[{'media': 'TVCI'}],BFT
all,Musique,1.77,,H,1 heure 46 minutes,10%,2021-11-07,[{'media': 'TVCI'}],BFT
all,Femme,4.793055555555555,,H,4 heures 47 minutes,27%,2021-11-07,[{'media': 'TVCI'}],BFT
all,Homme,10.711388888888889,,H,10 heures 42 minutes,59%,2021-11-07,[{'media': 'TVCI'}],BFT
all,Bruit,0.14694444444444443,,H,8 minutes,1%,2021-11-08,[{'media': 'TVCI'}],BFT
all,Silence,0.44083333333333335,,H,26 minutes,2%,2021-11-08,[{'media': 'TVCI'}],BFT
all,Musique,1.4019444444444444,,H,1 heure 24 minutes,8%,2021-11-08,[{'media': 'TVCI'}],BFT
all,Femme,5.935,,H,5 heures 56 minutes,33%,2021-11-08,[{'media': 'TVCI'}],BFT
all,Homme,10.079444444444444,,H,10 heures 4 minutes,56%,2021-11-08,[{'media': 'TVCI'}],BFT
all,Bruit,0.11361111111111111,,H,6 minutes,1%,2021-11-09,[{'media': 'TVCI'}],BFT
all,Silence,0.4880555555555556,,H,29 minutes,3%,2021-11-09,[{'media': 'TVCI'}],BFT
all,Musique,1.438611111111111,,H,1 heure 26 minutes,8%,2021-11-09,[{'media': 'TVCI'}],BFT
all,Femme,5.429166666666666,,H,5 heures 25 minutes,30%,2021-11-09,[{'media': 'TVCI'}],BFT
all,Homme,10.534444444444444,,H,10 heures 32 minutes,59%,2021-11-09,[{'media': 'TVCI'}],BFT
all,Bruit,0.12444444444444444,,H,7 minutes,1%,2021-11-10,[{'media': 'TVCI'}],BFT
all,Silence,0.4986111111111111,,H,29 minutes,3%,2021-11-10,[{'media': 'TVCI'}],BFT
all,Musique,1.583888888888889,,H,1 heure 35 minutes,9%,2021-11-10,[{'media': 'TVCI'}],BFT
all,Femme,5.666111111111111,,H,5 heures 39 minutes,31%,2021-11-10,[{'media': 'TVCI'}],BFT
all,Homme,10.130833333333333,,H,10 heures 7 minutes,56%,2021-11-10,[{'media': 'TVCI'}],BFT
all,Silence,0.5080555555555556,,H,30 minutes,3%,2021-11-11,[{'media': 'TVCI'}],BFT
all,Bruit,0.6983333333333334,,H,41 minutes,4%,2021-11-11,[{'media': 'TVCI'}],BFT
all,Musique,1.5333333333333334,,H,1 heure 32 minutes,9%,2021-11-11,[{'media': 'TVCI'}],BFT
all,Femme,4.9366666666666665,,H,4 heures 56 minutes,27%,2021-11-11,[{'media': 'TVCI'}],BFT
all,Homme,10.327777777777778,,H,10 heures 19 minutes,57%,2021-11-11,[{'media': 'TVCI'}],BFT
all,Bruit,0.15611111111111112,,H,9 minutes,1%,2021-11-12,[{'media': 'TVCI'}],BFT
all,Silence,0.5025,,H,30 minutes,3%,2021-11-12,[{'media': 'TVCI'}],BFT
all,Musique,1.655,,H,1 heure 39 minutes,9%,2021-11-12,[{'media': 'TVCI'}],BFT
all,Femme,5.565833333333333,,H,5 heures 33 minutes,31%,2021-11-12,[{'media': 'TVCI'}],BFT
all,Homme,10.124444444444444,,H,10 heures 7 minutes,56%,2021-11-12,[{'media': 'TVCI'}],BFT
all,Bruit,0.12555555555555556,,H,7 minutes,1%,2021-11-13,[{'media': 'TVCI'}],BFT
all,Silence,0.5369444444444444,,H,32 minutes,3%,2021-11-13,[{'media': 'TVCI'}],BFT
all,Musique,1.7197222222222222,,H,1 heure 43 minutes,10%,2021-11-13,[{'media': 'TVCI'}],BFT
all,Femme,5.748888888888889,,H,5 heures 44 minutes,32%,2021-11-13,[{'media': 'TVCI'}],BFT
all,Homme,9.873333333333333,,H,9 heures 52 minutes,55%,2021-11-13,[{'media': 'TVCI'}],BFT
all,Bruit,0.13416666666666666,,H,8 minutes,1%,2021-11-14,[{'media': 'TVCI'}],BFT
all,Silence,0.6141666666666666,,H,36 minutes,3%,2021-11-14,[{'media': 'TVCI'}],BFT
all,Musique,1.273611111111111,,H,1 heure 16 minutes,7%,2021-11-14,[{'media': 'TVCI'}],BFT
all,Femme,4.536111111111111,,H,4 heures 32 minutes,25%,2021-11-14,[{'media': 'TVCI'}],BFT
all,Homme,11.446388888888889,,H,11 heures 26 minutes,64%,2021-11-14,[{'media': 'TVCI'}],BFT
all,Bruit,0.22166666666666668,,H,13 minutes,1%,2021-11-15,[{'media': 'TVCI'}],BFT
all,Silence,0.49444444444444446,,H,29 minutes,3%,2021-11-15,[{'media': 'TVCI'}],BFT
all,Musique,1.7733333333333334,,H,1 heure 46 minutes,10%,2021-11-15,[{'media': 'TVCI'}],BFT
all,Femme,6.1130555555555555,,H,6 heures 6 minutes,34%,2021-11-15,[{'media': 'TVCI'}],BFT
all,Homme,9.401388888888889,,H,9 heures 24 minutes,52%,2021-11-15,[{'media': 'TVCI'}],BFT
all,Bruit,0.13027777777777777,,H,7 minutes,1%,2021-11-16,[{'media': 'TVCI'}],BFT
all,Silence,0.4419444444444444,,H,26 minutes,2%,2021-11-16,[{'media': 'TVCI'}],BFT
all,Musique,1.6352777777777778,,H,1 heure 38 minutes,9%,2021-11-16,[{'media': 'TVCI'}],BFT
all,Femme,5.435833333333333,,H,5 heures 26 minutes,30%,2021-11-16,[{'media': 'TVCI'}],BFT
all,Homme,10.360833333333334,,H,10 heures 21 minutes,58%,2021-11-16,[{'media': 'TVCI'}],BFT
all,Bruit,0.18416666666666667,,H,11 minutes,1%,2021-11-17,[{'media': 'TVCI'}],BFT
all,Silence,0.47944444444444445,,H,28 minutes,3%,2021-11-17,[{'media': 'TVCI'}],BFT
all,Musique,1.6383333333333334,,H,1 heure 38 minutes,9%,2021-11-17,[{'media': 'TVCI'}],BFT
all,Femme,5.486111111111111,,H,5 heures 29 minutes,30%,2021-11-17,[{'media': 'TVCI'}],BFT
all,Homme,10.216388888888888,,H,10 heures 12 minutes,57%,2021-11-17,[{'media': 'TVCI'}],BFT
all,Bruit,0.16194444444444445,,H,9 minutes,1%,2021-11-18,[{'media': 'TVCI'}],BFT
all,Silence,0.49944444444444447,,H,29 minutes,3%,2021-11-18,[{'media': 'TVCI'}],BFT
all,Musique,1.696388888888889,,H,1 heure 41 minutes,9%,2021-11-18,[{'media': 'TVCI'}],BFT
all,Femme,4.941666666666666,,H,4 heures 56 minutes,27%,2021-11-18,[{'media': 'TVCI'}],BFT
all,Homme,10.704444444444444,,H,10 heures 42 minutes,59%,2021-11-18,[{'media': 'TVCI'}],BFT
all,Bruit,0.18916666666666668,,H,11 minutes,1%,2021-11-19,[{'media': 'TVCI'}],BFT
all,Silence,0.4419444444444444,,H,26 minutes,2%,2021-11-19,[{'media': 'TVCI'}],BFT
all,Musique,1.7916666666666667,,H,1 heure 47 minutes,10%,2021-11-19,[{'media': 'TVCI'}],BFT
all,Femme,5.918611111111111,,H,5 heures 55 minutes,33%,2021-11-19,[{'media': 'TVCI'}],BFT
all,Homme,9.662777777777778,,H,9 heures 39 minutes,54%,2021-11-19,[{'media': 'TVCI'}],BFT
all,Bruit,0.23527777777777778,,H,14 minutes,1%,2021-11-20,[{'media': 'TVCI'}],BFT
all,Silence,0.4688888888888889,,H,28 minutes,3%,2021-11-20,[{'media': 'TVCI'}],BFT
all,Musique,1.8316666666666668,,H,1 heure 49 minutes,10%,2021-11-20,[{'media': 'TVCI'}],BFT
all,Femme,5.2491666666666665,,H,5 heures 14 minutes,29%,2021-11-20,[{'media': 'TVCI'}],BFT
all,Homme,10.21888888888889,,H,10 heures 13 minutes,57%,2021-11-20,[{'media': 'TVCI'}],BFT
all,Bruit,0.22833333333333333,,H,13 minutes,1%,2021-11-21,[{'media': 'TVCI'}],BFT
all,Silence,0.4955555555555556,,H,29 minutes,3%,2021-11-21,[{'media': 'TVCI'}],BFT
all,Musique,1.9716666666666667,,H,1 heure 58 minutes,11%,2021-11-21,[{'media': 'TVCI'}],BFT
all,Femme,5.565,,H,5 heures 33 minutes,31%,2021-11-21,[{'media': 'TVCI'}],BFT
all,Homme,9.743611111111111,,H,9 heures 44 minutes,54%,2021-11-21,[{'media': 'TVCI'}],BFT
all,Bruit,0.1825,,H,10 minutes,1%,2021-11-22,[{'media': 'TVCI'}],BFT
all,Silence,0.47638888888888886,,H,28 minutes,3%,2021-11-22,[{'media': 'TVCI'}],BFT
all,Musique,1.7480555555555555,,H,1 heure 44 minutes,10%,2021-11-22,[{'media': 'TVCI'}],BFT
all,Femme,5.2175,,H,5 heures 13 minutes,29%,2021-11-22,[{'media': 'TVCI'}],BFT
all,Homme,10.379722222222222,,H,10 heures 22 minutes,58%,2021-11-22,[{'media': 'TVCI'}],BFT
all,Bruit,0.16527777777777777,,H,9 minutes,1%,2021-11-23,[{'media': 'TVCI'}],BFT
all,Silence,0.4688888888888889,,H,28 minutes,3%,2021-11-23,[{'media': 'TVCI'}],BFT
all,Musique,1.7694444444444444,,H,1 heure 46 minutes,10%,2021-11-23,[{'media': 'TVCI'}],BFT
all,Femme,4.599444444444444,,H,4 heures 35 minutes,26%,2021-11-23,[{'media': 'TVCI'}],BFT
all,Homme,11.000833333333333,,H,11 heures 0 minute,61%,2021-11-23,[{'media': 'TVCI'}],BFT
all,Bruit,0.1638888888888889,,H,9 minutes,1%,2021-11-24,[{'media': 'TVCI'}],BFT
all,Silence,0.7419444444444444,,H,44 minutes,4%,2021-11-24,[{'media': 'TVCI'}],BFT
all,Musique,1.6225,,H,1 heure 37 minutes,9%,2021-11-24,[{'media': 'TVCI'}],BFT
all,Femme,5.323333333333333,,H,5 heures 19 minutes,30%,2021-11-24,[{'media': 'TVCI'}],BFT
all,Homme,10.152222222222223,,H,10 heures 9 minutes,56%,2021-11-24,[{'media': 'TVCI'}],BFT
all,Bruit,0.15861111111111112,,H,9 minutes,1%,2021-11-25,[{'media': 'TVCI'}],BFT
all,Silence,0.6102777777777778,,H,36 minutes,3%,2021-11-25,[{'media': 'TVCI'}],BFT
all,Musique,1.4119444444444444,,H,1 heure 24 minutes,8%,2021-11-25,[{'media': 'TVCI'}],BFT
all,Femme,4.093055555555556,,H,4 heures 5 minutes,23%,2021-11-25,[{'media': 'TVCI'}],BFT
all,Homme,11.730277777777777,,H,11 heures 43 minutes,65%,2021-11-25,[{'media': 'TVCI'}],BFT
all,Bruit,0.17972222222222223,,H,10 minutes,1%,2021-11-26,[{'media': 'TVCI'}],BFT
all,Silence,0.5666666666666667,,H,34 minutes,3%,2021-11-26,[{'media': 'TVCI'}],BFT
all,Musique,1.8341666666666667,,H,1 heure 50 minutes,10%,2021-11-26,[{'media': 'TVCI'}],BFT
