entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Musique,0.12027777777777778,,H,7 minutes,1%,2018-12-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.15333333333333332,,H,9 minutes,1%,2018-12-01,[{'media': 'TVCI'}],BFT
all,Silence,0.3308333333333333,,H,19 minutes,2%,2018-12-01,[{'media': 'TVCI'}],BFT
all,Femme,4.844166666666666,,H,4 heures 50 minutes,27%,2018-12-01,[{'media': 'TVCI'}],BFT
all,Homme,12.550555555555556,,H,12 heures 33 minutes,70%,2018-12-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.29333333333333333,,H,17 minutes,2%,2018-12-02,[{'media': 'TVCI'}],BFT
all,Musique,0.3711111111111111,,H,22 minutes,2%,2018-12-02,[{'media': 'TVCI'}],BFT
all,Silence,0.5327777777777778,,H,31 minutes,3%,2018-12-02,[{'media': 'TVCI'}],BFT
all,Femme,5.050833333333333,,H,5 heures 3 minutes,28%,2018-12-02,[{'media': 'TVCI'}],BFT
all,Homme,11.751388888888888,,H,11 heures 45 minutes,65%,2018-12-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.4686111111111111,,H,28 minutes,3%,2018-12-03,[{'media': 'TVCI'}],BFT
all,Silence,0.5,,H,30 minutes,3%,2018-12-03,[{'media': 'TVCI'}],BFT
all,Musique,1.4275,,H,1 heure 25 minutes,8%,2018-12-03,[{'media': 'TVCI'}],BFT
all,Femme,5.142222222222222,,H,5 heures 8 minutes,29%,2018-12-03,[{'media': 'TVCI'}],BFT
all,Homme,10.46111111111111,,H,10 heures 27 minutes,58%,2018-12-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.2738888888888889,,H,16 minutes,2%,2018-12-04,[{'media': 'TVCI'}],BFT
all,Silence,0.605,,H,36 minutes,3%,2018-12-04,[{'media': 'TVCI'}],BFT
all,Musique,1.3030555555555556,,H,1 heure 18 minutes,7%,2018-12-04,[{'media': 'TVCI'}],BFT
all,Femme,5.081111111111111,,H,5 heures 4 minutes,28%,2018-12-04,[{'media': 'TVCI'}],BFT
all,Homme,10.736666666666666,,H,10 heures 44 minutes,60%,2018-12-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.31,,H,18 minutes,2%,2018-12-05,[{'media': 'TVCI'}],BFT
all,Silence,0.6038888888888889,,H,36 minutes,3%,2018-12-05,[{'media': 'TVCI'}],BFT
all,Musique,1.4808333333333332,,H,1 heure 28 minutes,8%,2018-12-05,[{'media': 'TVCI'}],BFT
all,Femme,4.991666666666666,,H,4 heures 59 minutes,28%,2018-12-05,[{'media': 'TVCI'}],BFT
all,Homme,10.612777777777778,,H,10 heures 36 minutes,59%,2018-12-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.30527777777777776,,H,18 minutes,2%,2018-12-06,[{'media': 'TVCI'}],BFT
all,Silence,0.6069444444444444,,H,36 minutes,3%,2018-12-06,[{'media': 'TVCI'}],BFT
all,Musique,1.8030555555555556,,H,1 heure 48 minutes,10%,2018-12-06,[{'media': 'TVCI'}],BFT
all,Femme,5.063055555555556,,H,5 heures 3 minutes,28%,2018-12-06,[{'media': 'TVCI'}],BFT
all,Homme,10.221111111111112,,H,10 heures 13 minutes,57%,2018-12-06,[{'media': 'TVCI'}],BFT
all,Bruit,0.3616666666666667,,H,21 minutes,2%,2018-12-07,[{'media': 'TVCI'}],BFT
all,Silence,0.52,,H,31 minutes,3%,2018-12-07,[{'media': 'TVCI'}],BFT
all,Musique,1.6455555555555557,,H,1 heure 38 minutes,9%,2018-12-07,[{'media': 'TVCI'}],BFT
all,Femme,5.95,,H,5 heures 57 minutes,33%,2018-12-07,[{'media': 'TVCI'}],BFT
all,Homme,9.521944444444445,,H,9 heures 31 minutes,53%,2018-12-07,[{'media': 'TVCI'}],BFT
all,Musique,0.07694444444444444,,H,4 minutes,0%,2018-12-08,[{'media': 'TVCI'}],BFT
all,Bruit,0.12027777777777778,,H,7 minutes,1%,2018-12-08,[{'media': 'TVCI'}],BFT
all,Silence,0.1761111111111111,,H,10 minutes,1%,2018-12-08,[{'media': 'TVCI'}],BFT
all,Femme,4.636666666666667,,H,4 heures 38 minutes,26%,2018-12-08,[{'media': 'TVCI'}],BFT
all,Homme,12.989166666666666,,H,12 heures 59 minutes,72%,2018-12-08,[{'media': 'TVCI'}],BFT
all,Bruit,0.3111111111111111,,H,18 minutes,2%,2018-12-09,[{'media': 'TVCI'}],BFT
all,Silence,0.4444444444444444,,H,26 minutes,2%,2018-12-09,[{'media': 'TVCI'}],BFT
all,Musique,1.21,,H,1 heure 12 minutes,7%,2018-12-09,[{'media': 'TVCI'}],BFT
all,Femme,5.348888888888889,,H,5 heures 20 minutes,30%,2018-12-09,[{'media': 'TVCI'}],BFT
all,Homme,10.684722222222222,,H,10 heures 41 minutes,59%,2018-12-09,[{'media': 'TVCI'}],BFT
all,Bruit,0.185,,H,11 minutes,1%,2018-12-10,[{'media': 'TVCI'}],BFT
all,Silence,0.5475,,H,32 minutes,3%,2018-12-10,[{'media': 'TVCI'}],BFT
all,Musique,1.2652777777777777,,H,1 heure 15 minutes,7%,2018-12-10,[{'media': 'TVCI'}],BFT
all,Femme,4.881111111111111,,H,4 heures 52 minutes,27%,2018-12-10,[{'media': 'TVCI'}],BFT
all,Homme,11.120277777777778,,H,11 heures 7 minutes,62%,2018-12-10,[{'media': 'TVCI'}],BFT
all,Bruit,0.24055555555555555,,H,14 minutes,1%,2018-12-11,[{'media': 'TVCI'}],BFT
all,Silence,0.5775,,H,34 minutes,3%,2018-12-11,[{'media': 'TVCI'}],BFT
all,Musique,1.4722222222222223,,H,1 heure 28 minutes,8%,2018-12-11,[{'media': 'TVCI'}],BFT
