entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.19833333333333333,,H,11 minutes,1%,2017-06-01,[{'media': 'TVCI'}],BFT
all,Silence,0.41805555555555557,,H,25 minutes,2%,2017-06-01,[{'media': 'TVCI'}],BFT
all,Musique,1.2169444444444444,,H,1 heure 13 minutes,7%,2017-06-01,[{'media': 'TVCI'}],BFT
all,Femme,4.749444444444444,,H,4 heures 44 minutes,26%,2017-06-01,[{'media': 'TVCI'}],BFT
all,Homme,11.41638888888889,,H,11 heures 24 minutes,63%,2017-06-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.2875,,H,17 minutes,2%,2017-06-02,[{'media': 'TVCI'}],BFT
all,Silence,0.5358333333333334,,H,32 minutes,3%,2017-06-02,[{'media': 'TVCI'}],BFT
all,Musique,1.3202777777777779,,H,1 heure 19 minutes,7%,2017-06-02,[{'media': 'TVCI'}],BFT
all,Femme,4.963888888888889,,H,4 heures 57 minutes,28%,2017-06-02,[{'media': 'TVCI'}],BFT
all,Homme,10.891666666666667,,H,10 heures 53 minutes,61%,2017-06-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.3441666666666667,,H,20 minutes,2%,2017-06-03,[{'media': 'TVCI'}],BFT
all,Silence,0.4691666666666667,,H,28 minutes,3%,2017-06-03,[{'media': 'TVCI'}],BFT
all,Musique,2.0036111111111112,,H,2 heures 0 minute,11%,2017-06-03,[{'media': 'TVCI'}],BFT
all,Femme,5.341666666666667,,H,5 heures 20 minutes,30%,2017-06-03,[{'media': 'TVCI'}],BFT
all,Homme,9.841111111111111,,H,9 heures 50 minutes,55%,2017-06-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.27305555555555555,,H,16 minutes,2%,2017-06-04,[{'media': 'TVCI'}],BFT
all,Silence,0.3386111111111111,,H,20 minutes,2%,2017-06-04,[{'media': 'TVCI'}],BFT
all,Musique,1.018888888888889,,H,1 heure 1 minute,6%,2017-06-04,[{'media': 'TVCI'}],BFT
