entity,type,value,valueOnHours,unit,legend,percent,date,chartDatasRow,channel
all,Bruit,0.17416666666666666,,H,10 minutes,1%,2025-03-01,[{'media': 'TVCI'}],BFT
all,Silence,0.5213888888888889,,H,31 minutes,3%,2025-03-01,[{'media': 'TVCI'}],BFT
all,Musique,1.0497222222222222,,H,1 heure 2 minutes,6%,2025-03-01,[{'media': 'TVCI'}],BFT
all,Femme,5.3805555555555555,,H,5 heures 22 minutes,30%,2025-03-01,[{'media': 'TVCI'}],BFT
all,Homme,10.873611111111112,,H,10 heures 52 minutes,60%,2025-03-01,[{'media': 'TVCI'}],BFT
all,Bruit,0.19527777777777777,,H,11 minutes,1%,2025-03-02,[{'media': 'TVCI'}],BFT
all,Silence,0.5347222222222222,,H,32 minutes,3%,2025-03-02,[{'media': 'TVCI'}],BFT
all,Musique,1.0397222222222222,,H,1 heure 2 minutes,6%,2025-03-02,[{'media': 'TVCI'}],BFT
all,Femme,4.823611111111111,,H,4 heures 49 minutes,27%,2025-03-02,[{'media': 'TVCI'}],BFT
all,Homme,11.40611111111111,,H,11 heures 24 minutes,63%,2025-03-02,[{'media': 'TVCI'}],BFT
all,Bruit,0.26472222222222225,,H,15 minutes,1%,2025-03-03,[{'media': 'TVCI'}],BFT
all,Silence,0.5294444444444445,,H,31 minutes,3%,2025-03-03,[{'media': 'TVCI'}],BFT
all,Musique,1.375,,H,1 heure 22 minutes,8%,2025-03-03,[{'media': 'TVCI'}],BFT
all,Femme,6.538888888888889,,H,6 heures 32 minutes,36%,2025-03-03,[{'media': 'TVCI'}],BFT
all,Homme,9.29138888888889,,H,9 heures 17 minutes,52%,2025-03-03,[{'media': 'TVCI'}],BFT
all,Bruit,0.21055555555555555,,H,12 minutes,1%,2025-03-04,[{'media': 'TVCI'}],BFT
all,Silence,0.48944444444444446,,H,29 minutes,3%,2025-03-04,[{'media': 'TVCI'}],BFT
all,Musique,1.2797222222222222,,H,1 heure 16 minutes,7%,2025-03-04,[{'media': 'TVCI'}],BFT
all,Femme,6.008333333333334,,H,6 heures 0 minute,33%,2025-03-04,[{'media': 'TVCI'}],BFT
all,Homme,10.011388888888888,,H,10 heures 0 minute,56%,2025-03-04,[{'media': 'TVCI'}],BFT
all,Bruit,0.22027777777777777,,H,13 minutes,1%,2025-03-05,[{'media': 'TVCI'}],BFT
all,Silence,0.515,,H,30 minutes,3%,2025-03-05,[{'media': 'TVCI'}],BFT
all,Musique,1.2377777777777779,,H,1 heure 14 minutes,7%,2025-03-05,[{'media': 'TVCI'}],BFT
all,Femme,6.183888888888889,,H,6 heures 11 minutes,34%,2025-03-05,[{'media': 'TVCI'}],BFT
all,Homme,9.8425,,H,9 heures 50 minutes,55%,2025-03-05,[{'media': 'TVCI'}],BFT
all,Bruit,0.1738888888888889,,H,10 minutes,1%,2025-03-06,[{'media': 'TVCI'}],BFT
all,Silence,0.5669444444444445,,H,34 minutes,3%,2025-03-06,[{'media': 'TVCI'}],BFT
all,Musique,1.3530555555555555,,H,1 heure 21 minutes,8%,2025-03-06,[{'media': 'TVCI'}],BFT
all,Femme,5.693333333333333,,H,5 heures 41 minutes,32%,2025-03-06,[{'media': 'TVCI'}],BFT
all,Homme,10.212222222222222,,H,10 heures 12 minutes,57%,2025-03-06,[{'media': 'TVCI'}],BFT
all,Bruit,0.20777777777777778,,H,12 minutes,1%,2025-03-07,[{'media': 'TVCI'}],BFT
